,code_before,comment,code_after
121,"public static long arrayPosition( @TypeParameter(""T"") Type type, @OperatorDependency(operator = EQUAL, argumentTypes = {""T"", ""T""}) MethodHandle equalMethodHandle, @SqlType(""array(T)"") Block array, @SqlType(""T"") Slice element) { int size = array.getPositionCount(); for (int i = 0; i < size; i++) { if (!array.isNull(i)) { Slice arrayValue = type.getSlice(array, i); try { Boolean result = (Boolean) equalMethodHandle.invokeExact(arrayValue, element); <START> checkArgument(result != null, ""Array element should not be nulll""); <END> if (result) { return i + 1; } } catch (Throwable t) { throw internalError(t); } } } return 0; }","nit: This check assertion. matter arguments passed this function equals function return null, null case is explicitly checked before. For assertions verify is preferred. (same for others)","public static long arrayPosition( @TypeParameter(""T"") Type type, @OperatorDependency(operator = EQUAL, argumentTypes = {""T"", ""T""}) MethodHandle equalMethodHandle, @SqlType(""array(T)"") Block array, @SqlType(""T"") Slice element) { int size = array.getPositionCount(); for (int i = 0; i < size; i++) { if (!array.isNull(i)) { Slice arrayValue = type.getSlice(array, i); try { Boolean result = (Boolean) equalMethodHandle.invokeExact(arrayValue, element); verify(result != null, ""Array element should not be nul""); if (result) { return i + 1; } } catch (Throwable t) { throw internalError(t); } } } return 0; }"
122,public void calculateDerivedFields() { OBSERVED_UNIQUE_UMIS = observedUmis.size(); INFERRED_UNIQUE_UMIS = inferredUmis.size(); PCT_UMI_WITH_N = (double) observedUmiWithN/ ((double) observedUmiWithN + (double) totalObservedUmis); OBSERVED_UMI_ENTROPY = effectiveNumberOfBases(observedUmis); INFERRED_UMI_ENTROPY = effectiveNumberOfBases(inferredUmis); UMI_BASE_QUALITIES = QualityUtil.getPhredScoreFromErrorProbability((double) OBSERVED_BASE_ERRORS / (double) observedUmiBases); <START> <END> },remove whitespace,public void calculateDerivedFields() { OBSERVED_UNIQUE_UMIS = observedUmis.size(); INFERRED_UNIQUE_UMIS = inferredUmis.size(); PCT_UMI_WITH_N = (double) observedUmiWithNs/ ((double) observedUmiWithNs + (double) totalObservedUmisWithoutNs); OBSERVED_UMI_ENTROPY = effectiveNumberOfBases(observedUmis); INFERRED_UMI_ENTROPY = effectiveNumberOfBases(inferredUmis); UMI_BASE_QUALITIES = QualityUtil.getPhredScoreFromErrorProbability((double) OBSERVED_BASE_ERRORS / (double) observedUmiBases); }
123,"public OkPacket(Buffer buffer, long clientCapabilities) { <START> buffer.skipByte(); END> affectedRows = buffer.getLengthEncodedNumeric(); insertId = buffer.getLengthEncodedNumeric(); if ((clientCapabilities & MariaDbServerCapabilities.CLIENT_PROTOCOL_41) !=0) { statusFlags = buffer.readShort(); warnings = buffer.readShort(); } else if ((clientCapabilities & MariaDbServerCapabilities.TRANSACTIONS) !=0) { statusFlags = buffer.readShort(); warnings = 0; } else { statusFlags = 0; warnings = 0; } String message = """"; String sessionStateMessage = """"; if (buffer.remaining() > 0) { if ((clientCapabilities & MariaDbServerCapabilities.CLIENT_SESSION_TRACK) !=0) { message = buffer.readStringLengthEncoded(StandardCharsets.UTF_8); if ((statusFlags & MariaDbServerCapabilities.SERVER_SESSION_STATE_CHANGED) !=0) { sessionStateMessage = buffer.readStringLengthEncoded(StandardCharsets.UTF_8); } } else { message = buffer.readStringNullEnd(StandardCharsets.UTF_8); } } info = message; sessionStateInfo = sessionStateMessage; }",suggestion buffer.skipByte(); // OkPacket Header this need checked ensure 0x00 (or 0xFE for EOF payload functioning OK payload?) assume correct,"public OkPacket(Buffer buffer, long clientCapabilities) { buffer.skipByte(); affectedRows = buffer.getLengthEncodedNumeric(); insertId = buffer.getLengthEncodedNumeric(); statusFlags = buffer.readShort(); warnings = buffer.readShort(); String message = """"; String sessionStateMessage = """"; if (buffer.remaining() > 0) { if ((clientCapabilities & MariaDbServerCapabilities.CLIENT_SESSION_TRACK) !=0) { message = buffer.readStringLengthEncoded(StandardCharsets.UTF_8); if ((statusFlags & ServerStatus.SERVER_SESSION_STATE_CHANGED) !=0 && buffer.remaining() > 0) { sessionStateMessage = buffer.readStringLengthEncoded(StandardCharsets.UTF_8); } } else { message = buffer.readStringNullEnd(StandardCharsets.UTF_8); } } info = message; sessionStateInfo = sessionStateMessage; }"
124,"public Response start(Action action) { return doAction(VdcActionType.StartGlusterVolume, new GlusterVolumeActionParameters(guid, <START> action.isForce() == null ? false : action.isForce()), action); <END> }",isSetX() jaxb generated properties (which is equal action.isForce() != null ),"public Response start(Action action) { return doAction(VdcActionType.StartGlusterVolume, new GlusterVolumeActionParameters(guid, action.isSetForce() ? action.isForce() : false), action); }"
125,"private String getDefaultOrigins() { List<VDS> allVds = vdsDao.getAll(getUserID(), <START> getParameters().isFiltered()); <END> StringBuilder sb = new StringBuilder(); for (VDS vds : allVds) { if (sb.length() > 0) { sb.append(','); } sb.append(HTTPS); sb.append(vds.getHostName()); } String result = sb.toString(); log.debug(""Default list of origins refreshed to: {}"" , result); return result; }","This filtered, in theory list of allowed origins depend permissions of user. I VdsDao.getAll(), parameters. suggest add a new method, a new stored procedure, get host names, attributes of host, is a waste of resources (joins, etc)","private Set<String> getDefaultOrigins() { log.debug(""getDefaultOrigins() called""); List<VDS> allVds = vdsDao.getAll(getUserID(), getParameters().isFiltered()); Set<String> result = new HashSet<>(); for (VDS vds : allVds) { if (getParameters().getSuffixes().size() > 0) { for (String suffix : getParameters().getSuffixes()) { result.add(HTTPS + vds.getHostName() + suffix); } } else { result.add(HTTPS + vds.getHostName()); } } log.debug(""Default list of origins refreshed to: {}"" , StringUtils.join(result, ',')); return result; }"
126,"public SerializedPage serialize(Page page) { SliceOutput serializationBuffer = new DynamicSliceOutput(toIntExact(page.getSizeInBytes() + Integer.BYTES)); writeRawPage(page, serializationBuffer, blockEncodingSerde); Slice slice = serializationBuffer.slice(); <START> return serialize(slice, page.getPositionCount()); <END> }","inline slice variable: return serialize(serializationBuffer.slice(), page.getPositionCount());","public SerializedPage serialize(Page page) { SliceOutput serializationBuffer = new DynamicSliceOutput(toIntExact(page.getSizeInBytes() + Integer.BYTES)); writeRawPage(page, serializationBuffer, blockEncodingSerde); Slice slice = serializationBuffer.slice(); int uncompressedSize = serializationBuffer.size(); byte markers = PageCodecMarker.none(); if (compressor.isPresent()) { ByteBuffer compressionBuffer = ByteBuffer.allocate(compressor.get().maxCompressedLength(uncompressedSize)); compressor.get().compress(slice.toByteBuffer(), compressionBuffer); compressionBuffer.flip(); if ((((double) compressionBuffer.remaining()) / uncompressedSize) <= MINIMUM_COMPRESSION_RATIO) { slice = Slices.wrappedBuffer(compressionBuffer); markers = COMPRESSED.set(markers); } } if (spillCipher.isPresent()) { slice = Slices.wrappedBuffer(spillCipher.get().encrypt(slice.toByteBuffer())); markers = ENCRYPTED.set(markers); } else { slice = Slices.copyOf(slice); } return new SerializedPage(slice, markers, page.getPositionCount(), uncompressedSize); }"
127,"public ListTabbedPage(WebDriver driver) { <START> super(driver); <END> PageFactory.initElements(driver, this); waitWithTimeout().until(ExpectedConditions.visibilityOf(selectedTab)); tablesElements.forEach(table -> { tables.add(new DataTable(table, table.getAttribute(""id""))); }); setSelectedTable(); }",static Strings enum for list targets helpful,"public ListTabbedPage(WebDriver driver) { super(driver); PageFactory.initElements(driver, this); tabs = driver.findElements(By.xpath("" waitWithTimeout().until(ExpectedConditions.visibilityOf(selectedTab)); tablesElements.forEach(table -> { tables.add(new DataTable(table)); }); setSelectedTable(getTabNumber()); }"
128,"public String getColumnText(Object element, int columnIndex) { switch (columnIndex) { case 0: return getText(element); case 1: try { if (element instanceof StagingFolderEntry) { return null; } StagingEntry stagingEntry = (StagingEntry) element; Date modified; if (isStaged) { IFileRevision fileRevision = GitFileRevision.inIndex( stagingEntry.getRepository(), stagingEntry.getPath()); modified = new Date(fileRevision.getTimestamp()); } else { File file = new File(stagingEntry.getRepository() .getWorkTree(), stagingEntry.getPath()); modified = new Date(file.lastModified()); } <START> if (showRelativeDate) <END> return RelativeDateFormatter.format(modified); else return absoluteFormatter.format(modified); } catch (Exception e) { Activator.handleError(e.getCause().getMessage(), e.getCause(), false); return null; } default: return null; } }",please {} brackets single line if/else too,"public String getColumnText(Object element, int columnIndex) { switch (columnIndex) { case 0: return getText(element); case 1: try { if (element instanceof StagingFolderEntry) { return null; } StagingEntry stagingEntry = (StagingEntry) element; Date modified; if (isStaged) { IFileRevision fileRevision = GitFileRevision.inIndex( stagingEntry.getRepository(), stagingEntry.getPath()); modified = new Date(fileRevision.getTimestamp()); } else { File file = new File(stagingEntry.getRepository() .getWorkTree(), stagingEntry.getPath()); modified = new Date(file.lastModified()); } if (showRelativeDate) { return RelativeDateFormatter.format(modified); } else { return absoluteFormatter.format(modified); } } catch (Exception e) { Activator.handleError(e.getCause().getMessage(), e.getCause(), false); return null; } default: return null; } }"
129,public synchronized int getType (Class<? extends AbstractRecord> c) { for (int i = 0; i < _map.size(); i++) { <START> RecordTypeMap typeMap = _map.get(i); <END> if (typeMap.getRecordClass() != null && typeMap.getRecordClass().equals(c)) return _map.get(i).getType(); } return RecordType.UNTYPED; },avoid call getRecordClass AbstractRecord rec = _map.get(i).getRecordClass() _map.get(i) return null in case need checking for too,public synchronized int getType (Class<? extends AbstractRecord> c) { for (int i = 0; i < _map.size(); i++) { Class<? extends AbstractRecord> recordClass = _map.get(i).getRecordClass(); if (recordClass != null && recordClass.equals(c)) return _map.get(i).getType(); } return RecordType.UNTYPED; }
130,"protected TmfXmlStateValue(ITmfXmlModelFactory modelFactory, Element node, IXmlStateSystemContainer container, List<ITmfXmlStateAttribute> attributes, @Nullable String eventField) { fPath = attributes; fContainer = container; fEventField = eventField; if (!node.getNodeName().equals(TmfXmlStrings.STATE_VALUE)) { throw new IllegalArgumentException(""TmfXmlStateValue constructor: Element is not a stateValue""); } String id = node.getAttribute(TmfXmlStrings.ID); <START> fID = id.isEmpty() ? null : id; <END> fIncrement = Boolean.parseBoolean(node.getAttribute(TmfXmlStrings.INCREMENT)); fUpdate = Boolean.parseBoolean(node.getAttribute(TmfXmlStrings.UPDATE)); fStateValue = initializeStateValue(modelFactory, node); String forcedTypeName = node.getAttribute(TmfXmlStrings.FORCED_TYPE); fForcedType = !forcedTypeName.isEmpty() ? TmfXmlUtils.getTmfStateValueByName(forcedTypeName): ITmfStateValue.Type.NULL; String stack = node.getAttribute(TmfXmlStrings.ATTRIBUTE_STACK); fStackType = ValueTypeStack.getTypeFromString(stack); fMappingGroup = node.getAttribute(TmfXmlStrings.MAPPING_GROUP); }",a positive test,"protected TmfXmlStateValue(ITmfXmlModelFactory modelFactory, Element node, IXmlStateSystemContainer container, List<ITmfXmlStateAttribute> attributes, @Nullable String eventField) { fPath = attributes; fContainer = container; fEventField = eventField; if (!node.getNodeName().equals(TmfXmlStrings.STATE_VALUE)) { throw new IllegalArgumentException(""TmfXmlStateValue constructor: Element is not a stateValue""); } String id = node.getAttribute(TmfXmlStrings.ID); fID = id.isEmpty() ? null : id; fIncrement = Boolean.parseBoolean(node.getAttribute(TmfXmlStrings.INCREMENT)); fUpdate = Boolean.parseBoolean(node.getAttribute(TmfXmlStrings.UPDATE)); fStateValue = initializeStateValue(modelFactory, node); String forcedTypeName = node.getAttribute(TmfXmlStrings.FORCED_TYPE); fForcedType = forcedTypeName.isEmpty() ? ITmfStateValue.Type.NULL : TmfXmlUtils.getTmfStateValueByName(forcedTypeName); String stack = node.getAttribute(TmfXmlStrings.ATTRIBUTE_STACK); fStackType = ValueTypeStack.getTypeFromString(stack); fMappingGroup = node.getAttribute(TmfXmlStrings.MAPPING_GROUP); }"
131,public int hashCode() { int result = _networkDomainName != null ? _networkDomainName.hashCode() : 0; result = 31 * result + (_networkDomainPath != null ? _networkDomainPath.hashCode() : 0); result = 31 * result + (_networkDomainUuid != null ? _networkDomainUuid.hashCode() : 0); result = 31 * result + (_networkAccountName != null ? _networkAccountName.hashCode() : 0); result = 31 * result + (_networkAccountUuid != null ? _networkAccountUuid.hashCode() : 0); result = 31 * result + (_networkName != null ? _networkName.hashCode() : 0); result = 31 * result + (_networkCidr != null ? _networkCidr.hashCode() : 0); result = 31 * result + (_networkGateway != null ? _networkGateway.hashCode() : 0); result = 31 * result + (_networkAclId != null ? _networkAclId.hashCode() : 0); result = 31 * result + (_dnsServers != null ? _dnsServers.hashCode() : 0); result = 31 * result + (_gatewaySystemIds != null ? _gatewaySystemIds.hashCode() : 0); result = 31 * result + (_networkUuid != null ? _networkUuid.hashCode() : 0); result = 31 * result + (_isL3Network ? 1 : 0); result = 31 * result + (_isVpc ? 1 : 0); result = 31 * result + (_isSharedNetwork ? 1 : 0); result = 31 * result + (_vpcName != null ? _vpcName.hashCode() : 0); result = 31 * result + (_vpcUuid != null ? _vpcUuid.hashCode() : 0); result = 31 * result + (_defaultEgressPolicy ? 1 : 0); result = 31 * result + (_ipAddressRange != null ? _ipAddressRange.hashCode() : 0); result = 31 * result + (_domainTemplateName != null ? _domainTemplateName.hashCode() : 0); return result; <START> } <END>,Please implement toString() provide debugging state information for debugging purposes,public int hashCode() { int result = super.hashCode(); result = 31 * result + (_networkDomainName != null ? _networkDomainName.hashCode() : 0); result = 31 * result + (_networkDomainPath != null ? _networkDomainPath.hashCode() : 0); result = 31 * result + (_networkDomainUuid != null ? _networkDomainUuid.hashCode() : 0); result = 31 * result + (_networkAccountName != null ? _networkAccountName.hashCode() : 0); result = 31 * result + (_networkAccountUuid != null ? _networkAccountUuid.hashCode() : 0); result = 31 * result + (_networkName != null ? _networkName.hashCode() : 0); result = 31 * result + (_networkCidr != null ? _networkCidr.hashCode() : 0); result = 31 * result + (_networkGateway != null ? _networkGateway.hashCode() : 0); result = 31 * result + (_networkAclId != null ? _networkAclId.hashCode() : 0); result = 31 * result + (_dnsServers != null ? _dnsServers.hashCode() : 0); result = 31 * result + (_gatewaySystemIds != null ? _gatewaySystemIds.hashCode() : 0); result = 31 * result + (_networkUuid != null ? _networkUuid.hashCode() : 0); result = 31 * result + (_isL3Network ? 1 : 0); result = 31 * result + (_isVpc ? 1 : 0); result = 31 * result + (_isSharedNetwork ? 1 : 0); result = 31 * result + (_vpcName != null ? _vpcName.hashCode() : 0); result = 31 * result + (_vpcUuid != null ? _vpcUuid.hashCode() : 0); result = 31 * result + (_defaultEgressPolicy ? 1 : 0); result = 31 * result + (_ipAddressRange != null ? _ipAddressRange.hashCode() : 0); result = 31 * result + (_domainTemplateName != null ? _domainTemplateName.hashCode() : 0); return result; }
132,"public PluginLoader(SitePaths sitePaths, PluginGuiceEnvironment pe, ServerInformationImpl sii, PluginUser.Factory puf, Provider<PluginCleanerTask> pct, @GerritServerConfig Config cfg, @CanonicalWebUrl Provider<String> provider) { pluginsDir = sitePaths.plugins_dir; dataDir = sitePaths.data_dir; tmpDir = sitePaths.tmp_dir; env = pe; srvInfoImpl = sii; pluginUserFactory = puf; running = Maps.newConcurrentMap(); disabled = Maps.newConcurrentMap(); broken = Maps.newHashMap(); toCleanup = Queues.newArrayDeque(); cleanupHandles = Maps.newConcurrentMap(); cleaner = pct; urlProvider = provider; <START> remoteInstall = <END> cfg.getBoolean(""plugins"", null, ""allowRemoteAdmin"", false); long checkFrequency = ConfigUtil.getTimeUnit(cfg, ""plugins"", null, ""checkFrequency"", TimeUnit.MINUTES.toMillis(1), TimeUnit.MILLISECONDS); if (checkFrequency > 0) { scanner = new PluginScannerThread(this, checkFrequency); } else { scanner = null; } }","Nit: name of variable longer matches name of config parameter, I this is a blocker","public PluginLoader(SitePaths sitePaths, PluginGuiceEnvironment pe, ServerInformationImpl sii, PluginUser.Factory puf, Provider<PluginCleanerTask> pct, @GerritServerConfig Config cfg, @CanonicalWebUrl Provider<String> provider) { pluginsDir = sitePaths.plugins_dir; dataDir = sitePaths.data_dir; tmpDir = sitePaths.tmp_dir; env = pe; srvInfoImpl = sii; pluginUserFactory = puf; running = Maps.newConcurrentMap(); disabled = Maps.newConcurrentMap(); broken = Maps.newHashMap(); toCleanup = Queues.newArrayDeque(); cleanupHandles = Maps.newConcurrentMap(); cleaner = pct; urlProvider = provider; remoteAdmin = cfg.getBoolean(""plugins"", null, ""allowRemoteAdmin"", false); long checkFrequency = ConfigUtil.getTimeUnit(cfg, ""plugins"", null, ""checkFrequency"", TimeUnit.MINUTES.toMillis(1), TimeUnit.MILLISECONDS); if (checkFrequency > 0) { scanner = new PluginScannerThread(this, checkFrequency); } else { scanner = null; } }"
133,"public void hasNoActiveMemberships_shouldReturnTrueIfNoneExists() throws Exception{ SimpleDateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss""); Date endDateEarlier = dateFormat.parse(""2007-02-01 00:00:00""); Date endDateLater = dateFormat.parse(""2100-02-01 00:00:00""); <START> <END> Cohort cohort = new Cohort(3); CohortMembership temp = new CohortMembership(7); temp.setVoided(true); temp.setEndDate(endDateLater); cohort.addMembership(temp); temp = new CohortMembership(8); temp.setVoided(true); cohort.addMembership(temp); temp = new CohortMembership(9); temp.setEndDate(endDateEarlier); cohort.addMembership(temp); temp = new CohortMembership(10); temp.setVoided(true); cohort.addMembership(temp); assertTrue(cohort.hasNoActiveMemberships()); }",this test pass year 2100,"public void hasNoActiveMemberships_shouldReturnTrueIfNoneExists() throws Exception{ Calendar calendar = Calendar.getInstance(); calendar.add(Calendar.DAY_OF_YEAR, 1); Date endDateLater = calendar.getTime(); calendar.add(Calendar.DAY_OF_YEAR, -2); Date endDateEarlier = calendar.getTime(); Cohort cohort = new Cohort(3); CohortMembership temp = new CohortMembership(7); temp.setVoided(true); temp.setEndDate(endDateLater); cohort.addMembership(temp); temp = new CohortMembership(8); temp.setVoided(true); cohort.addMembership(temp); temp = new CohortMembership(9); temp.setEndDate(endDateEarlier); cohort.addMembership(temp); temp = new CohortMembership(10); temp.setVoided(true); cohort.addMembership(temp); assertTrue(cohort.hasNoActiveMemberships()); }"
134,"private void initArticleHeaderView() { pageHeaderView.addOnLayoutChangeListener((View v, int left, int top, int right, int bottom, int oldLeft, int oldTop, int oldRight, int oldBottom) -> setWebViewPaddingTop()); pageHeaderView.setCallback(new PageHeaderView.Callback() { @Override public void onImageClicked() { if (getPage() != null && isLeadImageEnabled()) { String imageName = getPage().getPageProperties().getLeadImageName(); String imageUrl = getPage().getPageProperties().getLeadImageUrl(); if (imageName != null && imageUrl != null) { String filename = ""File:"" + imageName; WikiSite wiki = getTitle().getWikiSite(); getActivity().startActivityForResult(GalleryActivity.newIntent(getActivity(), parentFragment.getTitleOriginal(), filename, UriUtil.resolveProtocolRelativeUrl(imageUrl), wiki, GalleryFunnel.SOURCE_LEAD_IMAGE), Constants.ACTIVITY_REQUEST_GALLERY); } } } @Override public void onArticleCTAClicked() { <START> getActivity().startActivityForResult(DescriptionEditActivity.newIntent(getActivity(), isTranslation ? captionTargetPageTitle : captionSourcePageTitle, null, sourceSummary, targetSummary, isTranslation ? SUGGESTED_EDITS_TRANSLATE_CAPTION : SUGGESTED_EDITS_ADD_CAPTION), <END> ACTIVITY_REQUEST_IMAGE_CAPTION_EDIT); } }); }",sourceSummary.getPageTitle() targetSummary.getPageTitle() for PageTitle,"private void initArticleHeaderView() { pageHeaderView.addOnLayoutChangeListener((View v, int left, int top, int right, int bottom, int oldLeft, int oldTop, int oldRight, int oldBottom) -> setWebViewPaddingTop()); pageHeaderView.setCallback(new PageHeaderView.Callback() { @Override public void onImageClicked() { if (getPage() != null && isLeadImageEnabled()) { String imageName = getPage().getPageProperties().getLeadImageName(); String imageUrl = getPage().getPageProperties().getLeadImageUrl(); if (imageName != null && imageUrl != null) { String filename = ""File:"" + imageName; WikiSite wiki = getTitle().getWikiSite(); getActivity().startActivityForResult(GalleryActivity.newIntent(getActivity(), parentFragment.getTitleOriginal(), filename, UriUtil.resolveProtocolRelativeUrl(imageUrl), wiki, GalleryFunnel.SOURCE_LEAD_IMAGE), Constants.ACTIVITY_REQUEST_GALLERY); } } } @Override public void onCallToActionClicked() { if (isTranslation ? (targetSummary != null && sourceSummary != null) : sourceSummary != null) { getActivity().startActivityForResult(DescriptionEditActivity.newIntent(getActivity(), isTranslation ? targetSummary.getPageTitle() : sourceSummary.getPageTitle(), null, sourceSummary, targetSummary, isTranslation ? SUGGESTED_EDITS_TRANSLATE_CAPTION : SUGGESTED_EDITS_ADD_CAPTION), ACTIVITY_REQUEST_IMAGE_CAPTION_EDIT); } } }); }"
135,"private void writeProjectFile(File intoDir, String projectName, String sourcePath, String fileName) throws IOException { InputStream sourceInputStream = InitCommand.class.getClassLoader().getResourceAsStream(sourcePath); BufferedReader bufferedReader = new BufferedReader(new InputStreamReader(sourceInputStream, StandardCharsets.UTF_8)); File projectFile = new File(intoDir, fileName); PrintWriter writer = new PrintWriter(projectFile, ""UTF-8""); String line; try { while ((line = bufferedReader.readLine()) != null) { writer.println(line.replace(""{{projectName}}"", projectName)); } <START> } finally { <END> writer.close(); bufferedReader.close(); } }","sure, a ""try resources"" here","private void writeProjectFile(File intoDir, String projectName, String sourcePath, String fileName) throws IOException { InputStream sourceInputStream = InitCommand.class.getClassLoader().getResourceAsStream(sourcePath); File projectFile = new File(intoDir, fileName); String line; try ( BufferedReader bufferedReader = new BufferedReader(new InputStreamReader(sourceInputStream, StandardCharsets.UTF_8)); PrintWriter writer = new PrintWriter(projectFile, ""UTF-8"")) { while ((line = bufferedReader.readLine()) != null) { writer.println(line.replace(""{{projectName}}"", projectName)); } } }"
136,"protected Object getInstanceToRun(Map paramsMap) { String instanceName = (String) paramsMap.get(SchedulerUtilQuartzImpl.RUNNABLE_INSTANCE); try { <START> Class<?> clazz = Class.forName(instanceName); <END> Constructor<?> constructor = clazz.getConstructor(); Object instance = constructor.newInstance(); return instance; } catch (ClassNotFoundException e) { log.error(""could not instantiate class '{}' due to error '{}'"", instanceName, e.getMessage()); log.debug(""Exception"", e); return null; } catch (NoSuchMethodException | SecurityException | InstantiationException | IllegalAccessException | IllegalArgumentException | InvocationTargetException e) { log.error(""could not instantiate class '{}' due to error '{}'"", instanceName, e.getMessage()); log.debug(""Exception"", e); return null; } }","for DB Scheduled scheduler existence of class examined ? able resolve correct class set map, this logic applied for simple scheduler for consistency","protected Object getInstanceToRun(Map paramsMap) { String instanceName = (String) paramsMap.get(SchedulerUtilBaseImpl.RUNNABLE_INSTANCE); try { Class<?> clazz = Class.forName(instanceName); Constructor<?> constructor = clazz.getConstructor(); Object instance = constructor.newInstance(); return instance; } catch (ClassNotFoundException | NoSuchMethodException | SecurityException | InstantiationException | IllegalAccessException | IllegalArgumentException | InvocationTargetException e) { log.error(""could not instantiate class '{}' due to error '{}'"", instanceName, e.getMessage()); log.debug(""Exception"", e); return null; } }"
137,"protected void exportAsContext() { if (EDatabaseConnTemplate.isSchemaNeeded(getConnection().getDatabaseType()) && schemaText != null <START> && StringUtils.isEmpty(schemaText.getText())) { <END> MessageDialog.openWarning(getShell(), Messages.getString(""AbstractForm.ExportAsContext""), Messages.getString(""DatabaseForm.checkSchema"")); } collectContextParams(); super.exportAsContext(); }",**isBlank**,"protected void exportAsContext() { if (EDatabaseConnTemplate.isSchemaNeeded(getConnection().getDatabaseType()) && schemaText != null && StringUtils.isBlank(schemaText.getText())) { boolean confirm = MessageDialog.openConfirm(getShell(), Messages.getString(""AbstractForm.ExportAsContext""), Messages.getString(""DatabaseForm.checkSchema"")); if(!confirm) { return; } } collectContextParams(); super.exportAsContext(); }"
138,public void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); if (getArguments() != null) { fieldName = getArguments().getString(NAME); listener.setActionBarTitle(fieldName); <START> sendCurrentDate(); <END> } },"a UI/UX consideration - worth noting today's date is highly user wants, stewardship events added carried out. I this initial thought ""If default accepting today's date, majority of users choose"". turns out ok",public void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); if (getArguments() != null) { fieldName = getArguments().getString(NAME); changeListener.setActionBarTitle(fieldName); sendCurrentDate(); } }
139,"public static void main(String[] args) { LOG.info(""Application started""); File configurationFile; if (args.length == 0) { configurationFile = new File(FileTailerMain.class.getClassLoader().getResource(""file-tailer.properties"").getPath()); } else if (args.length == 1) { configurationFile = new File(args[0]); } else { LOG.info(""Too many arguments: {}. Requirement: 0 or 1"", args.length); return; } PipeManager manager = new PipeManager(configurationFile); try { <START> manager.setupPipes(); <END> } catch (IOException e) { LOG.error(""Error during flows: {} setup"", e); return; } LOG.info(""Staring flows""); manager.startUp(); Runtime.getRuntime().addShutdownHook(new Thread(new PipeShutdownTask(manager))); }",need call setupPipes() explicitly. part of service start,"public static void main(String[] args) { LOG.info(""Application started""); File configurationFile; if (args.length == 0) { configurationFile = new File(FileTailerMain.class.getClassLoader().getResource(""file-tailer.properties"").getPath()); } else if (args.length == 1) { configurationFile = new File(args[0]); } else { LOG.info(""Too many arguments: {}. Requirement: 0 or 1"", args.length); return; } PipeManager manager = new PipeManager(configurationFile); LOG.info(""Staring pipes""); manager.startAsync(); Runtime.getRuntime().addShutdownHook(new Thread(new PipeShutdownTask(manager))); }"
140,"public void retrievesOrganizations() throws Exception { final Github github = new MkGithub(); final MkContainer container = new MkGrizzlyContainer().next( new MkAnswer.Simple( HttpURLConnection.HTTP_OK, Json.createArrayBuilder() .add(org(1, ""org1"")) .add(org(2, ""org2"")) .add(org(3, ""org3"")) .build().toString() ) ).start(); try { final Organizations orgs = new RtOrganizations( github, new ApacheRequest(container.home()) ); MatcherAssert.assertThat( orgs.iterate(), <START> Matchers.<Organization>iterableWithSize(3) <END> ); MatcherAssert.assertThat( container.take().uri().toString(), Matchers.endsWith(""/user/orgs"") ); } finally { container.stop(); } }",@cvrebert please leave Tv.THREE,"public void retrievesOrganizations() throws Exception { final Github github = new MkGithub(); final MkContainer container = new MkGrizzlyContainer().next( new MkAnswer.Simple( HttpURLConnection.HTTP_OK, Json.createArrayBuilder() .add(org(1, ""org1"")) .add(org(2, ""org2"")) .add(org(3, ""org3"")) .build().toString() ) ).start(); try { final Organizations orgs = new RtOrganizations( github, new ApacheRequest(container.home()) ); MatcherAssert.assertThat( orgs.iterate(), Matchers.<Organization>iterableWithSize(Tv.THREE) ); MatcherAssert.assertThat( container.take().uri().toString(), Matchers.endsWith(""/user/orgs"") ); } finally { container.stop(); } }"
141,"public void resolveArgumentSecurityContextErrorOnInvalidTypeTrue() throws Exception { String principal = ""invalid_type_true""; setAuthenticationPrincipal(principal); try { resolver.resolveArgument(showSecurityContextErrorOnInvalidTypeTrue(), null, null, null); fail(""should not reach here""); <START> } catch(ClassCastException ex) {} <END> }",AssertJ's assertThatCode instead of try-catch,"public void resolveArgumentSecurityContextErrorOnInvalidTypeTrue() throws Exception { String principal = ""invalid_type_true""; setAuthenticationPrincipal(principal); assertThatExceptionOfType(ClassCastException.class).isThrownBy(() -> resolver.resolveArgument(showSecurityContextErrorOnInvalidTypeTrue(), null, null, null)); }"
142,"public void printTime(String header, boolean fromStart) { long dur = logTime(fromStart); <START> System.out.println(String.format(""%s (%,6d sec; DB cache: %,6d; Docs: %,6d)"", header, dur / 1000, getCacheCounts(fromStart), docs.size())); <END> }",nice if log total elapsed time script started. easier estimate long conversion take,"public void printTime(String header, boolean fromStart) { long dur = logTime(fromStart); long totalDur = logTime(true); String stotalDur = duration(totalDur); System.out.println(String.format(""%s (%,6d sec; %s; DB cache: %,6d; Docs: %,6d)"", header, dur/1000, stotalDur, getCacheCounts(fromStart), docs.size())); }"
143,public void setup() { <START> provider = (ParanamerNameProvider) Factories.createParameterNameProvider(); <END> },casting,"public void setup() { CacheStore<AccessibleObject, Parameter[]> cache = new DefaultCacheStore<>(); provider = new ParanamerNameProvider(cache); }"
